FIA Code,Common Name,Genus,Species,Subspecies,PLANTS Code,SCIENTIFIC_NAME
6542,satinleaf,Chrysophyllum,oliviforme,,CHOL,Chrysophyllum oliviforme
6543,camito de perro,Chrysophyllum,pauciflorum,,CHPA31,Chrysophyllum pauciflorum
6545,Hawaiian tree fern,Cibotium,heleniae,,CIHE7,Cibotium heleniae
6546,Chamissos manfern,Cibotium,chamissoi,,CICH,Cibotium chamissoi
6547,hapuu,Cibotium,glaucum,,CIGL,Cibotium glaucum
6548,hapuu li,Cibotium,menziesii,,CIME8,Cibotium menziesii
6549,manfern,Cibotium,,,CIBOT,Cibotium spp.
6552,quinine,Cinchona,pubescens,,CIPU,Cinchona pubescens
6554,cassia,Cinnamomum,aromaticum,,CIAR8,Cinnamomum aromaticum
6555,Padang cassia,Cinnamomum,burmannii,,CIBU2,Cinnamomum burmannii
6557,ochod,Cinnamomum,carolinense,,CICA2,Cinnamomum carolinense
6559,laurel avispillo,Cinnamomum,elongatum,,CIEL2,Cinnamomum elongatum
6560,avispillo,Cinnamomum,montanum,,CIMO3,Cinnamomum montanum
6561,ochod,Cinnamomum,pedatinervium,,CIPE6,Cinnamomum pedatinervium
6562,matieu,Cinnamomum,sessilifolium,,CISE2,Cinnamomum sessilifolium
6564,cinnamon,Cinnamomum,verum,,CIVE2,Cinnamomum verum
6565,juniper berry,Citharexylum,caudatum,,CICA8,Citharexylum caudatum
6567,spiny fiddlewood,Citharexylum,spinosum,,CISP3,Citharexylum spinosum
6570,samoensis,Citronella,samoensis,,CISA2,Citronella samoensis
6572,Lime (Tipolo),Citrus,aurantifolia,,CIAU,Citrus aurantifolia
6573,key lime,Citrus,aurantiifolia,,CIAU7,Citrus aurantiifolia
6574,sour orange,Citrus,aurantium,,CIAU8,Citrus aurantium
6575,lemon,Citrus,limon,,CILI5,Citrus limon
6576,grapefruit,Citrus,paradisi,,CIPA3,Citrus paradisi
6577,sweet orange,Citrus,sinensis,,CISI3,Citrus sinensis
6579,limon china,Citrus,hystrix,,CIHY2,Citrus hystrix
6580,"kahet, wild orange",Citrus,macroptera,,CIMA10,Citrus macroptera
6581,Citrus maxima,Citrus,maxima,,CIMA5,Citrus maxima
6582,Citrus medica,Citrus,medica,,CIME3,Citrus medica
6583,"calamondin, kingkang",Citrus,mitis,,CIMI3,Citrus mitis
6584,Citrus reticulata,Citrus,reticulata,,CIRE3,Citrus reticulata
6586,koee,Claoxylon,carolinianum,,CLCA15,Claoxylon carolinianum
6588,Claoxylon fallax,Claoxylon,fallax,,CLFA6,Claoxylon fallax
6589,Claoxylon longiracemosum,Claoxylon,longiracemosum,,CLLO5,Claoxylon longiracemosum
6590,mwesor,Claoxylon,marianum,,CLMA25,Claoxylon marianum
6591,poola,Claoxylon,sandwicense,,CLSA,Claoxylon sandwicense
6593,Cleistanthus carolinianus,Cleistanthus,carolinianus,,CLCA18,Cleistanthus carolinianus
6594,Cleistanthus insularis,Cleistanthus,insularis,,CLIN8,Cleistanthus insularis
6596,oha wai nui Clermontia,Clermontia,leptoclada,,CLLE3,Clermontia leptoclada
6597,oha wai nui,Clermontia,arborescens,,CLAR4,Clermontia arborescens
6601,Kauai clermontia,Clermontia,clermontioides,,CLCL,Clermontia clermontioides
6604,Kohala Mountain clermontia,Clermontia,drepanomorpha,,CLDR2,Clermontia drepanomorpha
6605,haha aiakamanu,Clermontia,fauriei,,CLFA,Clermontia fauriei
6606,bog clermontia,Clermontia,grandiflora,,CLGR3,Clermontia grandiflora
6610,oha kepau,Clermontia,hawaiiensis,,CLHA4,Clermontia hawaiiensis
6611,forest clermontia,Clermontia,kakeana,,CLKA,Clermontia kakeana
6612,Waipio Valley clermontia,Clermontia,kohalae,,CLKO,Clermontia kohalae
6613,hillside clermontia,Clermontia,lindseyana,,CLLI3,Clermontia lindseyana
6614,Maui clermontia,Clermontia,micrantha,,CLMI3,Clermontia micrantha
6615,Mauna Loa clermontia,Clermontia,montis-loa,,CLMO5,Clermontia montis-loa
6616,Oahu clermontia,Clermontia,oblongifolia,,CLOB2,Clermontia oblongifolia
6620,Wailai Pali clermontia,Clermontia,pallida,,CLPA6,Clermontia pallida
6621,smallflower clermontia,Clermontia,parviflora,,CLPA8,Clermontia parviflora
6622,pele clermontia,Clermontia,peleana,,CLPE2,Clermontia peleana
6625,Waioiani clermontia,Clermontia,persicifolia,,CLPE3,Clermontia persicifolia
6626,Hamakua clermontia,Clermontia,pyrularia,,CLPY2,Clermontia pyrularia
6627,Clermontia singuliflora,Clermontia,singuliflora,,CLSI3,Clermontia singuliflora
6628,clermontia,Clermontia,,,CLERM,Clermontia spp.
6629,Haleakala clermontia,Clermontia,tuberculata,,CLTU2,Clermontia tuberculata
6630,swampforest clermontia,Clermontia,waimeae,,CLWA2,Clermontia waimeae
6631,haggarbush,Clerodendrum,aculeatum,,CLAC2,Clerodendrum aculeatum
6633,Natal glorybower,Clerodendrum,glabrum,,CLGL2,Clerodendrum glabrum
6635,velvetleaf glorybower,Clerodendrum,macrostegium,,CLMA24,Clerodendrum macrostegium
6636,glorybower,Clerodendrum,,,CLERO2,Clerodendrum spp.
6637,teta prieta,Cleyera,albopunctata,,CLAL4,Cleyera albopunctata
6639,jackass breadnut,Clibadium,erosum,,CLER,Clibadium erosum
6641,Clidemia cymosa,Clidemia,cymosa,,CLCY5,Clidemia cymosa
6644,Philippine pigeonwings,Clitoria,fairchildiana,,CLFA5,Clitoria fairchildiana
6645,"kiniyaw, ochop",Clinostigma,carolinense,,CLCA21,Clinostigma carolinense
6646,cupeillo,Clusia,clusioides,,CLCL2,Clusia clusioides
6648,Grundlach's attorney,Clusia,gundlachii,,CLGU,Clusia gundlachii
6650,cupey de monte,Clusia,minor,,CLMI2,Clusia minor
6651,Scotch attorney,Clusia,rosea,,CLRO,Clusia rosea
6655,treadsoftly,Cnidoscolus,aconitifolius,,CNAC,Cnidoscolus aconitifolius
6658,uvilla,Coccoloba,costata,,COCO8,Coccoloba costata
6660,whitewood,Coccoloba,krugii,,COKR,Coccoloba krugii
6661,puckhout,Coccoloba,microstachya,,COMI,Coccoloba microstachya
6662,pale seagrape,Coccoloba,pallida,,COPA24,Coccoloba pallida
6663,grandleaf seagrape,Coccoloba,pubescens,,COPU,Coccoloba pubescens
6664,uvera,Coccoloba,pyrifolia,,COPY,Coccoloba pyrifolia
6665,ortegon,Coccoloba,rugosa,,CORU4,Coccoloba rugosa
6666,uvero de monte,Coccoloba,sintenisii,,COSI2,Coccoloba sintenisii
6668,Swartz's pigeonplum,Coccoloba,swartzii,,COSW,Coccoloba swartzii
6669,Bahama pigeonplum,Coccoloba,tenuifolia,,COTE9,Coccoloba tenuifolia
6670,seagrape,Coccoloba,uvifera,,COUV,Coccoloba uvifera
6671,false chiggergrape,Coccoloba,venosa,,COVE,Coccoloba venosa
6673,Coccothrinax barbadensis,Coccothrinax,barbadensis,,COBA3,Coccothrinax barbadensis
6679,silk cottontree,Cochlospermum,vitifolium,,COVI,Cochlospermum vitifolium
6683,garden croton,Codiaeum,variegatum,,COVA3,Codiaeum variegatum
6684,Arabian coffee,Coffea,arabica,,COAR2,Coffea arabica
6685,robusta coffee,Coffea,robusta,,CORO8,Coffea robusta
6686,Coffea liberica,Coffea,liberica,,COLI8,Coffea liberica
6688,Cojoba arborea,Cojoba,arborea,,COAR9,Cojoba arborea
6689,abata cola,Cola,acuminata,,COAC4,Cola acuminata
6691,chuchab,Colona,scabra,,COSC13,Colona scabra
6693,"greenheart, common snakebark",Colubrina,arborescens,,COAR3,Colubrina arborescens
6696,cherry laurel,Prunus,laurocerasus,,PRLA5,Prunus laurocerasus
6697,kauila,Colubrina,oppositifolia,,COOP,Colubrina oppositifolia
6703,Mao,Commersonia,bartramia,,COBA17,Commersonia bartramia
6705,poison ash,Comocladia,dodonaea,,CODO,Comocladia dodonaea
6706,carrasco,Comocladia,glabra,,COGL4,Comocladia glabra
6707,Japanese flowering cherry,Prunus,serrulata,,PRSE3,Prunus serrulata
6708,Mexican plum,Prunus,mexicana,,PRME,Prunus mexicana
6710,Luquillo Mountain snailwood,Conostegia,rufescens,,CORU17,Conostegia rufescens
6711,Consolea moniliformis,Consolea,moniliformis,,COMO8,Consolea moniliformis
6712,Consolea rubescens,Consolea,rubescens,,CORU8,Consolea rubescens
6714,copaiba,Copaifera,officinalis,,COOF2,Copaifera officinalis
6716,forest mirrorplant,Coprosma,foliosa,,COFO2,Coprosma foliosa
6717,koi,Coprosma,kauensis,,COKA,Coprosma kauensis
6718,Oahu mirrorplant,Coprosma,longifolia,,COLO4,Coprosma longifolia
6719,alpine mirrorplant,Coprosma,montana,,COMO3,Coprosma montana
6720,Maui mirrorplant,Coprosma,ochracea,,COOC3,Coprosma ochracea
6721,pubescent mirrorplant,Coprosma,pubens,,COPU8,Coprosma pubens
6722,woodland mirrorplant,Coprosma,rhynchocarpa,,CORH,Coprosma rhynchocarpa
6724,mirrorplant,Coprosma,,,COPRO,Coprosma spp.
6726,olena,Coprosma,waimeae,,COWA4,Coprosma waimeae
6728,Spanish elm,Cordia,alliodora,,COAL,Cordia alliodora
6729,Tou,Cordia,aspera,,COAS6,Cordia aspera
6730,muneco,Cordia,borinquensis,,COBO3,Cordia borinquensis
6731,red manjack,Cordia,collococca,,COCO5,Cordia collococca
6733,fragrant manjack,Cordia,dichotoma,,CODI18,Cordia dichotoma
6735,smooth manjack,Cordia,laevigata,,COLA12,Cordia laevigata
6736,Cordia micronesica,Cordia,micronesica,,COMI6,Cordia micronesica
6737,clammy cherry,Cordia,obliqua,,COOB3,Cordia obliqua
6738,San Bartolome,Cordia,rickseckeri,,CORI,Cordia rickseckeri
6742,kou,Cordia,subcordata,,COSU2,Cordia subcordata
6743,mucilage manjack,Cordia,sulcata,,COSU3,Cordia sulcata
6744,tiplant,Cordyline,fruticosa,,COFR2,Cordyline fruticosa
6746,nigua,Cornutia,obovata,,COOB4,Cornutia obovata
6747,azulejo,Cornutia,pyramidata,,COPY2,Cornutia pyramidata
6749,redgum,Corymbia,calophylla,,COCA48,Corymbia calophylla
6750,Corymbia citriodora,Corymbia,citriodora,,COCI4,Corymbia citriodora
6751,redflower gum,Corymbia,ficifolia,,COFI7,Corymbia ficifolia
6752,red bloodwood,Corymbia,gummifera,,COGU4,Corymbia gummifera
6754,karaka nut,Corynocarpus,laevigatus,,COLA6,Corynocarpus laevigatus
6756,cannonball tree,Couroupita,guianensis,,COGU3,Couroupita guianensis
6758,sacred garlic pear,Crateva,religiosa,,CRRE12,Crateva religiosa
6760,"houka, calabash",Crescentia,alata,,CRAL11,Crescentia alata
6761,common calabash tree,Crescentia,cujete,,CRCU,Crescentia cujete
6762,higuerito,Crescentia,linearifolia,,CRLI5,Crescentia linearifolia
6763,higuero de sierra,Crescentia,portoricensis,,CRPO6,Crescentia portoricensis
6765,Critonia portoricensis,Critonia,portoricensis,,CRPO7,Critonia portoricensis
6767,maidenberry,Crossopetalum,rhacoma,,CRRH,Crossopetalum rhacoma
6768,Arkansas oak,Quercus,arkansana,,QUAR2,Quercus arkansana
6769,Saitamu,Crossostylis,biflora,,CRBI9,Crossostylis biflora
6771,longbeak rattlebox,Crotalaria,longirostrata,,CRLO3,Crotalaria longirostrata
6773,wild marrow,Croton,astroites,,CRAS3,Croton astroites
6774,Croton flavens,Croton,flavens,,CRFL23,Croton flavens
6775,sabinon,Croton,poecilanthus,,CRPO4,Croton poecilanthus
6778,Cryptocarya oreophila,Cryptocarya,oreophila,,CROR5,Cryptocarya oreophila
6779,laulilii,Cryptocarya,elegans,,CREL8,Cryptocarya elegans
6781,holio,Cryptocarya,mannii,,CRMA8,Cryptocarya mannii
6782,Georgia oak,Quercus,georgiana,,QUGE,Quercus georgiana
6784,laulilii,Cryptocarya,turbinata,,CRTU4,Cryptocarya turbinata
6786,Japanese cedar,Cryptomeria,japonica,,CRJA3,Cryptomeria japonica
6788,Chinese fir,Cunninghamia,lanceolata,,CULA,Cunninghamia lanceolata
6790,wild ackee,Cupania,americana,,CUAM,Cupania americana
6791,myrtle oak,Quercus,myrtifolia,,QUMY,Quercus myrtifolia
6792,guara blanca,Cupania,triquetra,,CUTR,Cupania triquetra
6794,durmast oak,Quercus,petraea,,QUPE2,Quercus petraea
6795,cedar-of-Goa,Cupressus,lusitanica,,CULU2,Cupressus lusitanica
6796,Italian cypress,Cupressus,sempervirens,,CUSE2,Cupressus sempervirens
6797,English oak,Quercus,robur,,QURO2,Quercus robur
6799,bastard oak,Quercus,sinuata,,QUSI,Quercus sinuata
6800,Haleakala cyanea,Cyanea,aculeatiflora,,CYAC4,Cyanea aculeatiflora
6801,palmtree cyanea,Cyanea,arborea,,CYAR10,Cyanea arborea
6802,Kauai cyanea,Cyanea,fissa,,CYFI6,Cyanea fissa
6805,Degeners cyanea,Cyanea,floribunda,,CYFL4,Cyanea floribunda
6806,Kilauea Mauna cyanea,Cyanea,giffardii,,CYGI5,Cyanea giffardii
6807,wetforest cyanea,Cyanea,hamatiflora,,CYHA6,Cyanea hamatiflora
6810,Oahu cyanea,Cyanea,hardyi,,CYHA7,Cyanea hardyi
6811,prickly cyanea,Cyanea,horrida,,CYHO6,Cyanea horrida
6812,Limahuli Valley cyanea,Cyanea,kuhihewa,,CYKU3,Cyanea kuhihewa
6813,Kunths cyanea,Cyanea,kunthiana,,CYKU,Cyanea kunthiana
6814,giant kokee cyanea,Cyanea,leptostegia,,CYLE5,Cyanea leptostegia
6815,purple cyanea,Cyanea,macrostegia,,CYMA10,Cyanea macrostegia
6818,Marks cyanea,Cyanea,marksii,,CYMA14,Cyanea marksii
6819,hairy cyanea,Cyanea,pilosa,,CYPI4,Cyanea pilosa
6822,pohaku cyanea,Cyanea,pohaku,,CYPO5,Cyanea pohaku
6823,Molokai cyanea,Cyanea,procera,,CYPR8,Cyanea procera
6824,manyfruit cyanea,Cyanea,pycnocarpa,,CYPY,Cyanea pycnocarpa
6825,oakleaf cyanea,Cyanea,quercifolia,,CYQU,Cyanea quercifolia
6826,plateau delissea,Cyanea,rivularis,,CYRI4,Cyanea rivularis
6827,pua kala,Cyanea,solenocalyx,,CYSO2,Cyanea solenocalyx
6828,cyanea,Cyanea,,,CYANE,Cyanea spp.
6829,Kaiholena cyanea,Cyanea,stictophylla,,CYST5,Cyanea stictophylla
6830,Mt. Kaala cyanea,Cyanea,superba,,CYSU8,Cyanea superba
6833,aku aku,Cyanea,tritomantha,,CYTR6,Cyanea tritomantha
6834,parrotfeather treefern,Cyathea,andina,,CYAN,Cyathea andina
6835,West Indian treefern,Cyathea,arborea,,CYAR,Cyathea arborea
6837,Cooper's cyathea,Cyathea,cooperi,,CYCO18,Cyathea cooperi
6838,olioli,Cyathea,decurrens,,CYDE16,Cyathea decurrens
6839,Jamaican treefern,Cyathea,furfuracea,,CYFU,Cyathea furfuracea
6840,olioli,Cyathea,lunulata,,CYLU5,Cyathea lunulata
6841,olioli,Cyathea,medullaris,,CYME12,Cyathea medullaris
6842,kattar,Cyathea,nigricans,,CYNI7,Cyathea nigricans
6843,small treefern,Cyathea,parvula,,CYPA7,Cyathea parvula
6844,kattar,Cyathea,ponapeana,,CYPO11,Cyathea ponapeana
6847,treefern,Cyathea,,,CYATH,Cyathea spp.
6848,helecho gigante,Cyathea,tenera,,CYTE10,Cyathea tenera
6849,olioli,Cyathea,truncata,,CYTR11,Cyathea truncata
6850,Cybianthus sintenisii,Cybianthus,sintenisii,,CYSI,Cybianthus sintenisii
6852,queen sago,Cycas,circinalis,,CYCI3,Cycas circinalis
6853,remiang,Cycas,revoluta,,CYRE11,Cycas revoluta
6855,ola,Cyclophyllum,barbatum,,CYBA7,Cyclophyllum barbatum
6856,"Micronesian cycad, fadang",Cycas,micronesica,,CYMI8,Cycas micronesica
6857,oreganillo falso,Cynometra,portoricensis,,CYPO2,Cynometra portoricensis
6858,gulos,Cynometra,ramiflora,,CYRA8,Cynometra ramiflora
6859,"eeme, aapwo",Cynometra,yokotae,,CYYO,Cynometra yokotae
6860,tree-tomato,Cyphomandra,betacea,,CYBE3,Cyphomandra betacea
6862,swamp titi,Cyrilla,racemiflora,,CYRA,Cyrilla racemiflora
6864,Cyrtandra,Cyrtandra,ramosissima,,CYRA3,Cyrtandra ramosissima
6865,forest cyrtandra,Cyrtandra,giffardii,,CYGI3,Cyrtandra giffardii
6867,candletree,Dacryodes,excelsa,,DAEX,Dacryodes excelsa
6868,cocobolo,Dalbergia,retusa,,DARE6,Dalbergia retusa
6869,Indian rosewood,Dalbergia,sissoo,,DASI,Dalbergia sissoo
6870,cocobolo,Dalbergia,tucurensis,,DATU,Dalbergia tucurensis
6871,burn nose,Daphnopsis,americana,,DAAM2,Daphnopsis americana
6872,Heller's cieneguillo,Daphnopsis,helleriana,,DAHE2,Daphnopsis helleriana
6873,emajagua de sierra,Daphnopsis,philippiana,,DAPH,Daphnopsis philippiana
6875,Hawaii delissea,Delissea,fallax,,DEFA,Delissea fallax
6876,cutleaf delissea,Delissea,laciniata,,DELA4,Delissea laciniata
6877,Niihau delissea,Delissea,niihauensis,,DENI,Delissea niihauensis
6880,smallflower delissea,Delissea,parviflora,,DEPA9,Delissea parviflora
6881,delissea,Delissea,,,DELIS,Delissea spp.
6882,leechleaf delissea,Delissea,undulata,,DEUN2,Delissea undulata
6883,royal poinciana,Delonix,regia,,DERE,Delonix regia
6885,salato,Dendrocnide,harveyi,,DEHA5,Dendrocnide harveyi
6886,kahtat,Dendrocnide,latifolia,,DELA13,Dendrocnide latifolia
6888,angelica tree,Dendropanax,arboreus,,DEAR,Dendropanax arboreus
6889,palo de vaca,Dendropanax,laurifolius,,DELA3,Dendropanax laurifolius
6891,redpalm,Dictyosperma,album,,DIAL13,Dictyosperma album
6896,chulta,Dillenia,indica,,DIIN6,Dillenia indica
6898,shrubby dillenia,Dillenia,suffruticosa,,DISU11,Dillenia suffruticosa
6899,Dimocarpus longan,Dimocarpus,longan,,DILO7,Dimocarpus longan
6900,mabolo,Diospyros,blancoi,,DIBL3,Diospyros blancoi
6902,Mabolo,Diospyros,discolor,,DIDI9,Diospyros discolor
6904,anume,Diospyros,elliptica,,DIEL3,Diospyros elliptica
6905,Diospyros ferrea,Diospyros,ferrea,,DIFE5,Diospyros ferrea
6906,elama,Diospyros,hillebrandii,,DIHI4,Diospyros hillebrandii
6907,persimmon,Diospyros,kaki,,DIKA2,Diospyros kaki
6909,black apple,Diospyros,revoluta,,DIRE6,Diospyros revoluta
6910,auauli,Diospyros,samoensis,,DISA16,Diospyros samoensis
6911,lama,Diospyros,sandwicensis,,DISA10,Diospyros sandwicensis
6912,Chinese persimmon,Diospyros,sintenisii,,DISI3,Diospyros sintenisii
6918,common buckthorn,Rhamnus,cathartica,,RHCA3,Rhamnus cathartica
6921,otot,Discocalyx,ponapensis,,DIPO,Discocalyx ponapensis
6923,jaboncillo,Ditta,myricoides,,DIMY,Ditta myricoides
6927,Florida hopbush,Dodonaea,viscosa,,DOVI,Dodonaea viscosa
6928,rru,Dolichandrone,spathacea,,DOSP3,Dolichandrone spathacea
6930,Ceylon gooseberry,Dovyalis,hebecarpa,,DOHE2,Dovyalis hebecarpa
6932,fragrant dracaena,Dracaena,fragrans,,DRFR2,Dracaena fragrans
6933,Dracaena multiflora,Dracaena,multiflora,,DRMU2,Dracaena multiflora
6934,song of India,Dracaena,reflexa,,DRRE6,Dracaena reflexa
6935,Drypetes carolinensis,Drypetes,carolinensis,,DRCA18,Drypetes carolinensis
6936,Drypetes dolichocarpa,Drypetes,dolichocarpa,,DRDO3,Drypetes dolichocarpa
6937,cafeillo,Drypetes,alba,,DRAL5,Drypetes alba
6938,varital,Drypetes,glauca,,DRGL2,Drypetes glauca
6939,rosewood,Drypetes,ilicifolia,,DRIL,Drypetes ilicifolia
6940,guiana plum,Drypetes,lateriflora,,DRLA3,Drypetes lateriflora
6941,kevert,Drypetes,nitida,,DRNI3,Drypetes nitida
6943,none,Drypetes,vitiensis,,DRVI5,Drypetes vitiensis
6944,Dubautia,Dubautia,demissifolia,,DUDE,Dubautia demissifolia
6945,Dubautia,Dubautia,fallax,,DUFA2,Dubautia fallax
6946,Dubautia,Dubautia,montana,,DUMO2,Dubautia montana
6947,Mauna Kea dubautia,Dubautia,arborea,,DUAR,Dubautia arborea
6948,forest dubautia,Dubautia,knudsenii,,DUKN,Dubautia knudsenii
6949,Drypetes yapensis,Drypetes,yapensis,,DRYA,Drypetes yapensis
6952,Kauai dubautia,Dubautia,microcephala,,DUMI,Dubautia microcephala
6953,plantainleaf dubautia,Dubautia,plantaginea,,DUPL,Dubautia plantaginea
6954,Elaeagnus willow,Salix,elaeagnos,,SAEL,Salix elaeagnos
6955,crack willow,Salix,fragilis,,SAFR,Salix fragilis
6957,netvein dubautia,Dubautia,reticulata,,DURE2,Dubautia reticulata
6958,dubautia,Dubautia,,,DUBAU,Dubautia spp.
6961,golden dewdrops,Duranta,erecta,,DUER,Duranta erecta
6965,Durian,Durio,zibethinus,,DUZI,Durio zibethinus
6966,yellow butterfly palm,Dypsis,lutescens,,DYLU,Dypsis lutescens
6968,maota mea,Dysoxylum,huntii,,DYHU2,Dysoxylum huntii
6969,maota,Dysoxylum,maota,,DYMA,Dysoxylum maota
6970,mamala,Dysoxylum,samoense,,DYSA,Dysoxylum samoense
6972,Dysoxylum mollissimum ssp. Molle,Dysoxylum,mollissimum,,DYMOM,Dysoxylum mollissimum
6973,oil nut palm,Elaeis,guineensis,,ELGU,Elaeis guineensis
6974,Kosrae elaeocarpus,Elaeocarpus,kusaiensis,,ELKU2,Elaeocarpus kusaiensis
6975,kalia,Elaeocarpus,bifidus,,ELBI,Elaeocarpus bifidus
6976,syatak,Elaeocarpus,carolinensis,,ELCA20,Elaeocarpus carolinensis
6977,`a`mati`e,Elaeocarpus,floridanus,,ELFL6,Elaeocarpus floridanus
6978,Elaeocarpus graeffei,Elaeocarpus,graeffei,,ELGR,Elaeocarpus graeffei
6979,sapatua,Elaeocarpus,grandis,,ELGR6,Elaeocarpus grandis
6980,joga,Elaeocarpus,joga,,ELJO,Elaeocarpus joga
6981,Elaeocarpus kerstingianus,Elaeocarpus,kerstingianus,,ELKE,Elaeocarpus kerstingianus
6982,"maratte, opop",Elaeocarpus,kusanoi,,ELKU,Elaeocarpus kusanoi
6984,aamatie,Elaeocarpus,tonganus,,ELTO4,Elaeocarpus tonganus
6985,Elaeocarpus,Elaeocarpus,ulianus,,ELUL,Elaeocarpus ulianus
6990,taputoi,Elattostachys,falcata,,ELFA3,Elattostachys falcata
6994,elaeocarpa,Endiandra,elaeocarpa,,ENEL,Endiandra elaeocarpa
6996,monkeysoap,Enterolobium,cyclocarpum,,ENCY,Enterolobium cyclocarpum
6997,bronze loquat,Eriobotrya,deflexa,,ERDE16,Eriobotrya deflexa
6998,loquat,Eriobotrya,japonica,,ERJA3,Eriobotrya japonica
7000,blacktorch,Erithalis,fruticosa,,ERFR4,Erithalis fruticosa
7003,naked coral tree,Erythrina,coralloides,,ERCO,Erythrina coralloides
7004,machete,Erythrina,berteriana,,ERBE3,Erythrina berteriana
7005,coral erythrina,Erythrina,corallodendron,,ERCO22,Erythrina corallodendron
7006,crybabytree,Erythrina,crista-galli,,ERCR6,Erythrina crista-galli
7007,cock's spur,Erythrina,eggersii,,EREG,Erythrina eggersii
7008,bucayo,Erythrina,fusca,,ERFU2,Erythrina fusca
7011,mountain immortelle,Erythrina,poeppigiana,,ERPO5,Erythrina poeppigiana
7012,wili wili,Erythrina,sandwicensis,,ERSA11,Erythrina sandwicensis
7014,gatae palagi,Erythrina,subumbrans,,ERSU15,Erythrina subumbrans
7015,tiger's claw,Erythrina,variegata,,ERVA7,Erythrina variegata
7016,tiger's claw,Erythrina,variegata,,ERVAO,Erythrina variegata var. orientalis
7017,acuminatissimum,Erythrospermum,acuminatissimum,,ERAC10,Erythrospermum acuminatissimum
7019,swamp-redwood,Erythroxylum,areolatum,,ERAR17,Erythroxylum areolatum
7021,ratwood,Erythroxylum,rotundifolium,,ERRO3,Erythroxylum rotundifolium
7022,rufous false cocaine,Erythroxylum,rufum,,ERRU4,Erythroxylum rufum
7024,Urban's false cocaine,Erythroxylum,urbanii,,ERUR4,Erythroxylum urbanii
7025,southern mahogany,Eucalyptus,botryoides,,EUBO2,Eucalyptus botryoides
7026,applebox,Eucalyptus,bridgesiana,,EUBR2,Eucalyptus bridgesiana
7028,argyle apple,Eucalyptus,cinerea,,EUCI80,Eucalyptus cinerea
7030,sugargum,Eucalyptus,cladocalyx,,EUCL,Eucalyptus cladocalyx
7031,yate,Eucalyptus,cornuta,,EUCO3,Eucalyptus cornuta
7032,narrowleaf red ironbark,Eucalyptus,crebra,,EUCR,Eucalyptus crebra
7033,roundleaf gum,Eucalyptus,deanei,,EUDE,Eucalyptus deanei
7034,Indonesian gum,Eucalyptus,deglupta,,EUDE2,Eucalyptus deglupta
7035,silver-dollar eucalyptus,Eucalyptus,cordata,,EUCO31,Eucalyptus cordata
7036,white ironbark,Eucalyptus,leucoxylon,,EULE13,Eucalyptus leucoxylon
7038,tuart,Eucalyptus,gomphocephala,,EUGO,Eucalyptus gomphocephala
7039,mountain graygum,Eucalyptus,goniocalyx,,EUGO2,Eucalyptus goniocalyx
7040,redbox,Eucalyptus,polyanthemos,,EUPO,Eucalyptus polyanthemos
7041,white box,Eucalyptus,hemiphloia,,EUHE12,Eucalyptus hemiphloia
7043,spotted gum,Eucalyptus,maculata,,EUMA23,Eucalyptus maculata
7044,jarrah,Eucalyptus,marginata,,EUMA4,Eucalyptus marginata
7045,Australian tallowwood,Eucalyptus,microcorys,,EUMI,Eucalyptus microcorys
7046,gray ironbark,Eucalyptus,paniculata,,EUPA,Eucalyptus paniculata
7047,blackbutt,Eucalyptus,pilularis,,EUPI,Eucalyptus pilularis
7048,black ironbox,Eucalyptus,raveretiana,,EURA4,Eucalyptus raveretiana
7049,redmahogany,Eucalyptus,resinifera,,EURE2,Eucalyptus resinifera
7051,Western Australian floodedgum,Eucalyptus,rudis,,EURU2,Eucalyptus rudis
7052,black peppermint,Eucalyptus,salicifolia,,EUSA17,Eucalyptus salicifolia
7053,Sydney bluegum,Eucalyptus,saligna,,EUSA,Eucalyptus saligna
7054,red ironbark,Eucalyptus,sideroxylon,,EUSI2,Eucalyptus sideroxylon
7056,forest redgum,Eucalyptus,tereticornis,,EUTE,Eucalyptus tereticornis
7057,manna gum,Eucalyptus,viminalis,,EUVI,Eucalyptus viminalis
7060,white stopper,Eugenia,axillaris,,EUAX,Eugenia axillaris
7061,blackrodwood,Eugenia,biflora,,EUBI,Eugenia biflora
7062,Sierra de Cayey stopper,Eugenia,boqueronensis,,EUBO3,Eugenia boqueronensis
7063,guayabota de sierra,Eugenia,borinquensis,,EUBO4,Eugenia borinquensis
7065,cloves,Eugenia,caryophyllus,,EUCA16,Eugenia caryophyllus
7066,redberry stopper,Eugenia,confusa,,EUCO4,Eugenia confusa
7067,lathberry,Eugenia,cordata,,EUCO5,Eugenia cordata
7068,lathberry,Eugenia,cordata,,EUCOS,Eugenia cordata var. sintenisii
7069,sperry guava,Eugenia,corozalensis,,EUCO13,Eugenia corozalensis
7071,serrette guave,Eugenia,domingensis,,EUDO,Eugenia domingensis
7072,guasabara,Eugenia,eggersii,,EUEG,Eugenia eggersii
7075,smooth rodwood,Eugenia,glabrata,,EUGL6,Eugenia glabrata
7076,Luquillo Mountain stopper,Eugenia,haematocarpa,,EUHA4,Eugenia haematocarpa
7079,nioi,Eugenia,koolauensis,,EUKO,Eugenia koolauensis
7081,privet stopper,Eugenia,ligustrina,,EULI,Eugenia ligustrina
7084,birdcherry,Eugenia,monticola,,EUMO,Eugenia monticola
7085,Japanese snowbell,Styrax,japonicus,,STJA5,Styrax japonicus
